#{"t_start": 1776952293.2457862, "env_id": "HalfCheetah-v5"}
r,l,t
3544.573772,1000,129.347585
3964.456556,1000,129.6794
3543.377024,1000,129.784575
2935.75302,1000,130.115577
3702.481608,1000,130.220674
1581.258025,1000,130.554007
3612.454193,1000,130.658643
3206.313849,1000,130.991541
3616.449903,1000,131.097218
2167.075159,1000,131.429973
2225.637507,1000,131.534824
3115.361282,1000,131.866771
3626.694787,1000,131.972247
2055.033443,1000,132.305992
3807.942201,1000,132.411482
1710.755269,1000,132.74416
2173.931602,1000,132.849719
3352.699647,1000,133.181529
2541.851203,1000,133.287
3966.741765,1000,133.619065
3784.723956,1000,133.724195
2562.227995,1000,134.056892
3661.279232,1000,134.161723
3723.489818,1000,134.494099
1660.783333,1000,134.600118
3709.960348,1000,134.932412
2468.203866,1000,135.038507
3733.473674,1000,135.370665
3946.974399,1000,135.475432
3784.84012,1000,135.807812
3717.455253,1000,135.913004
3109.116249,1000,136.246197
2276.897974,1000,136.352277
3642.662572,1000,136.689069
3856.393576,1000,136.794765
3906.013931,1000,137.127469
2286.617252,1000,137.232849
3656.207418,1000,137.566465
3816.782811,1000,137.671476
3796.202828,1000,138.004113
2126.76585,1000,138.111261
2729.283337,1000,138.217661
3876.781642,1000,138.551015
3623.795176,1000,138.656694
3918.235299,1000,138.990099
1722.068867,1000,139.095464
4031.870184,1000,139.427409
2099.138684,1000,139.533361
1799.976809,1000,139.866635
3861.752182,1000,139.971931
3617.424729,1000,140.307729
1839.895403,1000,140.41369
4021.664718,1000,140.747646
2872.77229,1000,140.853986
3903.926942,1000,141.187159
1978.043519,1000,141.292992
3802.836058,1000,141.625246
2914.81818,1000,141.72986
4007.326006,1000,142.063034
2424.525015,1000,142.168578
3968.467842,1000,142.5019
3727.715759,1000,142.607127
4152.926177,1000,142.940978
3943.236664,1000,143.047007
4163.629444,1000,143.381603
1923.311526,1000,143.487934
1666.980235,1000,143.821702
3180.649496,1000,143.927306
1681.028772,1000,144.261716
2623.075909,1000,144.368437
2042.655525,1000,144.703267
2865.515284,1000,144.811006
3356.523562,1000,145.143567
3922.782112,1000,145.248669
2242.629332,1000,145.581906
1833.748455,1000,145.688857
3906.091645,1000,146.021864
